"","Mes_numeric","IMD_total","nombre"
"1809",jun. 2004,21730,"06020203_sevilla_cadiz"
"1810",jul. 2004,26474,"06020203_sevilla_cadiz"
"1811",ago. 2004,27413,"06020203_sevilla_cadiz"
"1812",sep. 2004,20973,"06020203_sevilla_cadiz"
"1813",oct. 2004,18406,"06020203_sevilla_cadiz"
"1814",nov. 2004,17100,"06020203_sevilla_cadiz"
"1815",dic. 2004,16995,"06020203_sevilla_cadiz"
"1816",ene. 2005,15196,"06020203_sevilla_cadiz"
"1817",feb. 2005,17711,"06020203_sevilla_cadiz"
"1818",mar. 2005,19016,"06020203_sevilla_cadiz"
"1819",abr. 2005,21282,"06020203_sevilla_cadiz"
"1820",may. 2005,21978,"06020203_sevilla_cadiz"
"1821",jun. 2005,24131,"06020203_sevilla_cadiz"
"1822",jul. 2005,29677,"06020203_sevilla_cadiz"
"1823",ago. 2005,30620,"06020203_sevilla_cadiz"
"1824",sep. 2005,24311,"06020203_sevilla_cadiz"
"1825",oct. 2005,6320,"06020203_sevilla_cadiz"
"1826",nov. 2005,19071,"06020203_sevilla_cadiz"
"1827",dic. 2005,18784,"06020203_sevilla_cadiz"
"1828",ene. 2006,17506,"06020203_sevilla_cadiz"
"1829",feb. 2006,20351,"06020203_sevilla_cadiz"
"1830",mar. 2006,22495,"06020203_sevilla_cadiz"
"1831",abr. 2006,24203,"06020203_sevilla_cadiz"
"1832",may. 2006,24785,"06020203_sevilla_cadiz"
"1833",jun. 2006,26171,"06020203_sevilla_cadiz"
"1834",jul. 2006,32164,"06020203_sevilla_cadiz"
"1835",ago. 2006,32825,"06020203_sevilla_cadiz"
"1836",sep. 2006,26568,"06020203_sevilla_cadiz"
"1837",oct. 2006,22288,"06020203_sevilla_cadiz"
"1838",nov. 2006,20697,"06020203_sevilla_cadiz"
"1839",dic. 2006,20541,"06020203_sevilla_cadiz"
"1840",ene. 2007,19469,"06020203_sevilla_cadiz"
"1841",feb. 2007,21544,"06020203_sevilla_cadiz"
"1842",mar. 2007,24249,"06020203_sevilla_cadiz"
"1843",abr. 2007,24137,"06020203_sevilla_cadiz"
"1844",may. 2007,24271,"06020203_sevilla_cadiz"
"1845",jun. 2007,26785,"06020203_sevilla_cadiz"
"1846",jul. 2007,32948,"06020203_sevilla_cadiz"
"1847",ago. 2007,33408,"06020203_sevilla_cadiz"
"1848",sep. 2007,26648,"06020203_sevilla_cadiz"
"1849",oct. 2007,23486,"06020203_sevilla_cadiz"
"1850",nov. 2007,23486,"06020203_sevilla_cadiz"
"1851",dic. 2007,20189,"06020203_sevilla_cadiz"
"1852",ene. 2008,19186,"06020203_sevilla_cadiz"
"1853",feb. 2008,21882,"06020203_sevilla_cadiz"
"1854",mar. 2008,24868,"06020203_sevilla_cadiz"
"1855",abr. 2008,22157,"06020203_sevilla_cadiz"
"1856",may. 2008,24086,"06020203_sevilla_cadiz"
"1857",jun. 2008,26717,"06020203_sevilla_cadiz"
"1858",jul. 2008,32186,"06020203_sevilla_cadiz"
"1859",ago. 2008,33850,"06020203_sevilla_cadiz"
"1860",sep. 2008,25109,"06020203_sevilla_cadiz"
"1861",oct. 2008,20736,"06020203_sevilla_cadiz"
"1862",nov. 2008,19794,"06020203_sevilla_cadiz"
"1863",dic. 2008,19262,"06020203_sevilla_cadiz"
"1864",ene. 2009,16884,"06020203_sevilla_cadiz"
"1865",feb. 2009,20555,"06020203_sevilla_cadiz"
"1866",mar. 2009,20789,"06020203_sevilla_cadiz"
"1867",abr. 2009,23410,"06020203_sevilla_cadiz"
"1868",may. 2009,24423,"06020203_sevilla_cadiz"
"1869",jun. 2009,26563,"06020203_sevilla_cadiz"
"1870",jul. 2009,32786,"06020203_sevilla_cadiz"
"1871",ago. 2009,33945,"06020203_sevilla_cadiz"
"1872",sep. 2009,24855,"06020203_sevilla_cadiz"
"1873",oct. 2009,22213,"06020203_sevilla_cadiz"
"1874",nov. 2009,19613,"06020203_sevilla_cadiz"
"1875",dic. 2009,18922,"06020203_sevilla_cadiz"
"1876",ene. 2010,16787,"06020203_sevilla_cadiz"
"1877",feb. 2010,18873,"06020203_sevilla_cadiz"
"1878",mar. 2010,20446,"06020203_sevilla_cadiz"
"1879",abr. 2010,22624,"06020203_sevilla_cadiz"
"1880",may. 2010,23764,"06020203_sevilla_cadiz"
"1881",jun. 2010,25176,"06020203_sevilla_cadiz"
"1882",jul. 2010,31712,"06020203_sevilla_cadiz"
"1883",ago. 2010,31987,"06020203_sevilla_cadiz"
"1884",sep. 2010,23827,"06020203_sevilla_cadiz"
"1885",oct. 2010,20666,"06020203_sevilla_cadiz"
"1886",nov. 2010,18114,"06020203_sevilla_cadiz"
"1887",dic. 2010,17682,"06020203_sevilla_cadiz"
"1888",ene. 2011,15830,"06020203_sevilla_cadiz"
"1889",feb. 2011,18952,"06020203_sevilla_cadiz"
"1890",mar. 2011,18126,"06020203_sevilla_cadiz"
"1891",abr. 2011,21183,"06020203_sevilla_cadiz"
"1892",may. 2011,20149,"06020203_sevilla_cadiz"
"1893",jun. 2011,23829,"06020203_sevilla_cadiz"
"1894",jul. 2011,29612,"06020203_sevilla_cadiz"
"1895",ago. 2011,29186,"06020203_sevilla_cadiz"
"1896",sep. 2011,22744,"06020203_sevilla_cadiz"
"1897",oct. 2011,18682,"06020203_sevilla_cadiz"
"1898",nov. 2011,16406,"06020203_sevilla_cadiz"
"1899",dic. 2011,17449,"06020203_sevilla_cadiz"
"1900",ene. 2012,15052,"06020203_sevilla_cadiz"
"1901",feb. 2012,17303,"06020203_sevilla_cadiz"
"1902",mar. 2012,16929,"06020203_sevilla_cadiz"
"1903",abr. 2012,18669,"06020203_sevilla_cadiz"
"1904",may. 2012,19222,"06020203_sevilla_cadiz"
"1905",jun. 2012,22174,"06020203_sevilla_cadiz"
"1906",jul. 2012,27267,"06020203_sevilla_cadiz"
"1907",ago. 2012,26771,"06020203_sevilla_cadiz"
"1908",sep. 2012,19748,"06020203_sevilla_cadiz"
"1909",oct. 2012,16013,"06020203_sevilla_cadiz"
"1910",nov. 2012,14122,"06020203_sevilla_cadiz"
"1911",dic. 2012,14989,"06020203_sevilla_cadiz"
"1912",ene. 2013,12704,"06020203_sevilla_cadiz"
"1913",feb. 2013,14627,"06020203_sevilla_cadiz"
"1914",mar. 2013,14950,"06020203_sevilla_cadiz"
"1915",abr. 2013,15781,"06020203_sevilla_cadiz"
"1916",may. 2013,18012,"06020203_sevilla_cadiz"
"1917",jun. 2013,19818,"06020203_sevilla_cadiz"
"1918",jul. 2013,24492,"06020203_sevilla_cadiz"
"1919",ago. 2013,26327,"06020203_sevilla_cadiz"
"1920",sep. 2013,18637,"06020203_sevilla_cadiz"
"1921",oct. 2013,15240,"06020203_sevilla_cadiz"
"1922",nov. 2013,14281,"06020203_sevilla_cadiz"
"1923",dic. 2013,14852,"06020203_sevilla_cadiz"
"1924",ene. 2014,12649,"06020203_sevilla_cadiz"
"1925",feb. 2014,13777,"06020203_sevilla_cadiz"
"1926",mar. 2014,14785,"06020203_sevilla_cadiz"
"1927",abr. 2014,17885,"06020203_sevilla_cadiz"
"1928",may. 2014,18615,"06020203_sevilla_cadiz"
"1929",jun. 2014,20152,"06020203_sevilla_cadiz"
"1930",jul. 2014,25113,"06020203_sevilla_cadiz"
"1931",ago. 2014,27812,"06020203_sevilla_cadiz"
"1932",sep. 2014,19282,"06020203_sevilla_cadiz"
"1933",oct. 2014,15809,"06020203_sevilla_cadiz"
"1934",nov. 2014,14016,"06020203_sevilla_cadiz"
"1935",dic. 2014,15335,"06020203_sevilla_cadiz"
"1936",ene. 2015,13231,"06020203_sevilla_cadiz"
"1937",feb. 2015,15478,"06020203_sevilla_cadiz"
"1938",mar. 2015,15916,"06020203_sevilla_cadiz"
"1939",abr. 2015,18440,"06020203_sevilla_cadiz"
"1940",may. 2015,20001,"06020203_sevilla_cadiz"
"1941",jun. 2015,21097,"06020203_sevilla_cadiz"
"1942",jul. 2015,28022,"06020203_sevilla_cadiz"
"1943",ago. 2015,29119,"06020203_sevilla_cadiz"
"1944",sep. 2015,20824,"06020203_sevilla_cadiz"
"1945",oct. 2015,17229,"06020203_sevilla_cadiz"
"1946",nov. 2015,15704,"06020203_sevilla_cadiz"
"1947",dic. 2015,17030,"06020203_sevilla_cadiz"
"1948",ene. 2016,14406,"06020203_sevilla_cadiz"
"1949",feb. 2016,16716,"06020203_sevilla_cadiz"
"1950",mar. 2016,18735,"06020203_sevilla_cadiz"
"1951",abr. 2016,18450,"06020203_sevilla_cadiz"
"1952",may. 2016,19987,"06020203_sevilla_cadiz"
"1953",jun. 2016,22763,"06020203_sevilla_cadiz"
"1954",jul. 2016,30676,"06020203_sevilla_cadiz"
"1955",ago. 2016,29769,"06020203_sevilla_cadiz"
"1956",sep. 2016,23065,"06020203_sevilla_cadiz"
"1957",oct. 2016,18433,"06020203_sevilla_cadiz"
"1958",nov. 2016,16283,"06020203_sevilla_cadiz"
"1959",dic. 2016,16985,"06020203_sevilla_cadiz"
"1960",ene. 2017,15393,"06020203_sevilla_cadiz"
"1961",feb. 2017,17282,"06020203_sevilla_cadiz"
"1962",mar. 2017,17549,"06020203_sevilla_cadiz"
"1963",ene. 1990,9322,"06020301_tarragona_valencia_A_7"
"1964",feb. 1990,8936,"06020301_tarragona_valencia_A_7"
"1965",mar. 1990,9886,"06020301_tarragona_valencia_A_7"
"1966",abr. 1990,13667,"06020301_tarragona_valencia_A_7"
"1967",may. 1990,9969,"06020301_tarragona_valencia_A_7"
"1968",jun. 1990,11504,"06020301_tarragona_valencia_A_7"
"1969",jul. 1990,17447,"06020301_tarragona_valencia_A_7"
"1970",ago. 1990,23385,"06020301_tarragona_valencia_A_7"
"1971",sep. 1990,13559,"06020301_tarragona_valencia_A_7"
"1972",oct. 1990,10898,"06020301_tarragona_valencia_A_7"
"1973",nov. 1990,9900,"06020301_tarragona_valencia_A_7"
"1974",dic. 1990,11152,"06020301_tarragona_valencia_A_7"
"1975",ene. 1991,9684,"06020301_tarragona_valencia_A_7"
"1976",feb. 1991,9293,"06020301_tarragona_valencia_A_7"
"1977",mar. 1991,12056,"06020301_tarragona_valencia_A_7"
"1978",abr. 1991,11739,"06020301_tarragona_valencia_A_7"
"1979",may. 1991,11502,"06020301_tarragona_valencia_A_7"
"1980",jun. 1991,11931,"06020301_tarragona_valencia_A_7"
"1981",jul. 1991,17581,"06020301_tarragona_valencia_A_7"
"1982",ago. 1991,25217,"06020301_tarragona_valencia_A_7"
"1983",sep. 1991,13853,"06020301_tarragona_valencia_A_7"
"1984",oct. 1991,11288,"06020301_tarragona_valencia_A_7"
"1985",nov. 1991,10358,"06020301_tarragona_valencia_A_7"
"1986",dic. 1991,11514,"06020301_tarragona_valencia_A_7"
"1987",ene. 1992,9872,"06020301_tarragona_valencia_A_7"
"1988",feb. 1992,9386,"06020301_tarragona_valencia_A_7"
"1989",mar. 1992,10266,"06020301_tarragona_valencia_A_7"
"1990",abr. 1992,14340,"06020301_tarragona_valencia_A_7"
"1991",may. 1992,11284,"06020301_tarragona_valencia_A_7"
"1992",jun. 1992,11613,"06020301_tarragona_valencia_A_7"
"1993",jul. 1992,17255,"06020301_tarragona_valencia_A_7"
"1994",ago. 1992,24329,"06020301_tarragona_valencia_A_7"
"1995",sep. 1992,13997,"06020301_tarragona_valencia_A_7"
"1996",oct. 1992,11590,"06020301_tarragona_valencia_A_7"
"1997",nov. 1992,9362,"06020301_tarragona_valencia_A_7"
"1998",dic. 1992,11192,"06020301_tarragona_valencia_A_7"
"1999",ene. 1993,9596,"06020301_tarragona_valencia_A_7"
"2000",feb. 1993,9094,"06020301_tarragona_valencia_A_7"
"2001",mar. 1993,9942,"06020301_tarragona_valencia_A_7"
"2002",abr. 1993,13743,"06020301_tarragona_valencia_A_7"
"2003",may. 1993,10566,"06020301_tarragona_valencia_A_7"
"2004",jun. 1993,10716,"06020301_tarragona_valencia_A_7"
"2005",jul. 1993,17421,"06020301_tarragona_valencia_A_7"
"2006",ago. 1993,22780,"06020301_tarragona_valencia_A_7"
"2007",sep. 1993,12943,"06020301_tarragona_valencia_A_7"
"2008",oct. 1993,10668,"06020301_tarragona_valencia_A_7"
"2009",nov. 1993,9145,"06020301_tarragona_valencia_A_7"
"2010",dic. 1993,11015,"06020301_tarragona_valencia_A_7"
"2011",ene. 1994,9143,"06020301_tarragona_valencia_A_7"
"2012",feb. 1994,9119,"06020301_tarragona_valencia_A_7"
"2013",mar. 1994,11775,"06020301_tarragona_valencia_A_7"
"2014",abr. 1994,12037,"06020301_tarragona_valencia_A_7"
"2015",may. 1994,10858,"06020301_tarragona_valencia_A_7"
"2016",jun. 1994,11208,"06020301_tarragona_valencia_A_7"
"2017",jul. 1994,17852,"06020301_tarragona_valencia_A_7"
"2018",ago. 1994,22203,"06020301_tarragona_valencia_A_7"
"2019",sep. 1994,13078,"06020301_tarragona_valencia_A_7"
"2020",oct. 1994,10752,"06020301_tarragona_valencia_A_7"
"2021",nov. 1994,9637,"06020301_tarragona_valencia_A_7"
"2022",dic. 1994,11515,"06020301_tarragona_valencia_A_7"
"2023",ene. 1995,9694,"06020301_tarragona_valencia_A_7"
"2024",feb. 1995,9381,"06020301_tarragona_valencia_A_7"
"2025",mar. 1995,10272,"06020301_tarragona_valencia_A_7"
"2026",abr. 1995,14737,"06020301_tarragona_valencia_A_7"
"2027",may. 1995,10901,"06020301_tarragona_valencia_A_7"
"2028",jun. 1995,11708,"06020301_tarragona_valencia_A_7"
"2029",jul. 1995,18010,"06020301_tarragona_valencia_A_7"
"2030",ago. 1995,22430,"06020301_tarragona_valencia_A_7"
"2031",sep. 1995,14367,"06020301_tarragona_valencia_A_7"
"2032",oct. 1995,11556,"06020301_tarragona_valencia_A_7"
"2033",nov. 1995,10017,"06020301_tarragona_valencia_A_7"
"2034",dic. 1995,11447,"06020301_tarragona_valencia_A_7"
"2035",ene. 1996,9822,"06020301_tarragona_valencia_A_7"
"2036",feb. 1996,9350,"06020301_tarragona_valencia_A_7"
"2037",mar. 1996,11009,"06020301_tarragona_valencia_A_7"
"2038",abr. 1996,13969,"06020301_tarragona_valencia_A_7"
"2039",may. 1996,11083,"06020301_tarragona_valencia_A_7"
"2040",jun. 1996,12256,"06020301_tarragona_valencia_A_7"
"2041",jul. 1996,17418,"06020301_tarragona_valencia_A_7"
"2042",ago. 1996,24085,"06020301_tarragona_valencia_A_7"
"2043",sep. 1996,14235,"06020301_tarragona_valencia_A_7"
"2044",oct. 1996,11610,"06020301_tarragona_valencia_A_7"
"2045",nov. 1996,10204,"06020301_tarragona_valencia_A_7"
"2046",dic. 1996,11513,"06020301_tarragona_valencia_A_7"
"2047",ene. 1997,9800,"06020301_tarragona_valencia_A_7"
"2048",feb. 1997,10808,"06020301_tarragona_valencia_A_7"
"2049",mar. 1997,13632,"06020301_tarragona_valencia_A_7"
"2050",abr. 1997,12559,"06020301_tarragona_valencia_A_7"
"2051",may. 1997,12572,"06020301_tarragona_valencia_A_7"
"2052",jun. 1997,12615,"06020301_tarragona_valencia_A_7"
"2053",jul. 1997,18326,"06020301_tarragona_valencia_A_7"
"2054",ago. 1997,26514,"06020301_tarragona_valencia_A_7"
"2055",sep. 1997,15205,"06020301_tarragona_valencia_A_7"
"2056",oct. 1997,12361,"06020301_tarragona_valencia_A_7"
"2057",nov. 1997,11679,"06020301_tarragona_valencia_A_7"
"2058",dic. 1997,13678,"06020301_tarragona_valencia_A_7"
"2059",ene. 1998,11661,"06020301_tarragona_valencia_A_7"
"2060",feb. 1998,11972,"06020301_tarragona_valencia_A_7"
"2061",mar. 1998,13345,"06020301_tarragona_valencia_A_7"
"2062",abr. 1998,17949,"06020301_tarragona_valencia_A_7"
"2063",may. 1998,14382,"06020301_tarragona_valencia_A_7"
"2064",jun. 1998,14980,"06020301_tarragona_valencia_A_7"
"2065",jul. 1998,21596,"06020301_tarragona_valencia_A_7"
"2066",ago. 1998,30511,"06020301_tarragona_valencia_A_7"
"2067",sep. 1998,17906,"06020301_tarragona_valencia_A_7"
"2068",oct. 1998,16152,"06020301_tarragona_valencia_A_7"
"2069",nov. 1998,13789,"06020301_tarragona_valencia_A_7"
"2070",dic. 1998,15553,"06020301_tarragona_valencia_A_7"
"2071",ene. 1999,13261,"06020301_tarragona_valencia_A_7"
"2072",feb. 1999,13858,"06020301_tarragona_valencia_A_7"
"2073",mar. 1999,16480,"06020301_tarragona_valencia_A_7"
"2074",abr. 1999,19705,"06020301_tarragona_valencia_A_7"
"2075",may. 1999,16983,"06020301_tarragona_valencia_A_7"
"2076",jun. 1999,17594,"06020301_tarragona_valencia_A_7"
"2077",jul. 1999,25474,"06020301_tarragona_valencia_A_7"
"2078",ago. 1999,33100,"06020301_tarragona_valencia_A_7"
"2079",sep. 1999,20507,"06020301_tarragona_valencia_A_7"
"2080",oct. 1999,18132,"06020301_tarragona_valencia_A_7"
"2081",nov. 1999,15767,"06020301_tarragona_valencia_A_7"
"2082",dic. 1999,17646,"06020301_tarragona_valencia_A_7"
"2083",ene. 2000,14401,"06020301_tarragona_valencia_A_7"
"2084",feb. 2000,16098,"06020301_tarragona_valencia_A_7"
"2085",mar. 2000,17474,"06020301_tarragona_valencia_A_7"
"2086",abr. 2000,22787,"06020301_tarragona_valencia_A_7"
"2087",may. 2000,19254,"06020301_tarragona_valencia_A_7"
"2088",jun. 2000,19090,"06020301_tarragona_valencia_A_7"
"2089",jul. 2000,27058,"06020301_tarragona_valencia_A_7"
"2090",ago. 2000,34815,"06020301_tarragona_valencia_A_7"
"2091",sep. 2000,22513,"06020301_tarragona_valencia_A_7"
"2092",oct. 2000,18342,"06020301_tarragona_valencia_A_7"
"2093",nov. 2000,16316,"06020301_tarragona_valencia_A_7"
"2094",dic. 2000,18627,"06020301_tarragona_valencia_A_7"
"2095",ene. 2001,16183,"06020301_tarragona_valencia_A_7"
"2096",feb. 2001,16680,"06020301_tarragona_valencia_A_7"
"2097",mar. 2001,18356,"06020301_tarragona_valencia_A_7"
"2098",abr. 2001,24498,"06020301_tarragona_valencia_A_7"
"2099",may. 2001,19063,"06020301_tarragona_valencia_A_7"
"2100",jun. 2001,20795,"06020301_tarragona_valencia_A_7"
"2101",jul. 2001,28801,"06020301_tarragona_valencia_A_7"
"2102",ago. 2001,37577,"06020301_tarragona_valencia_A_7"
"2103",sep. 2001,24003,"06020301_tarragona_valencia_A_7"
"2104",oct. 2001,20269,"06020301_tarragona_valencia_A_7"
"2105",nov. 2001,18192,"06020301_tarragona_valencia_A_7"
"2106",dic. 2001,19095,"06020301_tarragona_valencia_A_7"
"2107",ene. 2002,16967,"06020301_tarragona_valencia_A_7"
"2108",feb. 2002,18089,"06020301_tarragona_valencia_A_7"
"2109",mar. 2002,22489,"06020301_tarragona_valencia_A_7"
"2110",abr. 2002,21443,"06020301_tarragona_valencia_A_7"
"2111",may. 2002,20513,"06020301_tarragona_valencia_A_7"
"2112",jun. 2002,21574,"06020301_tarragona_valencia_A_7"
"2113",jul. 2002,29013,"06020301_tarragona_valencia_A_7"
"2114",ago. 2002,39877,"06020301_tarragona_valencia_A_7"
"2115",sep. 2002,24053,"06020301_tarragona_valencia_A_7"
"2116",oct. 2002,20344,"06020301_tarragona_valencia_A_7"
"2117",nov. 2002,19223,"06020301_tarragona_valencia_A_7"
"2118",dic. 2002,19962,"06020301_tarragona_valencia_A_7"
"2119",ene. 2003,17530,"06020301_tarragona_valencia_A_7"
"2120",feb. 2003,17709,"06020301_tarragona_valencia_A_7"
"2121",mar. 2003,19594,"06020301_tarragona_valencia_A_7"
"2122",abr. 2003,25280,"06020301_tarragona_valencia_A_7"
"2123",may. 2003,21107,"06020301_tarragona_valencia_A_7"
"2124",jun. 2003,22698,"06020301_tarragona_valencia_A_7"
"2125",jul. 2003,29533,"06020301_tarragona_valencia_A_7"
"2126",ago. 2003,41310,"06020301_tarragona_valencia_A_7"
"2127",sep. 2003,24131,"06020301_tarragona_valencia_A_7"
"2128",oct. 2003,20942,"06020301_tarragona_valencia_A_7"
"2129",nov. 2003,19027,"06020301_tarragona_valencia_A_7"
"2130",dic. 2003,21262,"06020301_tarragona_valencia_A_7"
"2131",ene. 2004,18443,"06020301_tarragona_valencia_A_7"
"2132",feb. 2004,18741,"06020301_tarragona_valencia_A_7"
"2133",mar. 2004,20308,"06020301_tarragona_valencia_A_7"
"2134",abr. 2004,25983,"06020301_tarragona_valencia_A_7"
"2135",may. 2004,21343,"06020301_tarragona_valencia_A_7"
"2136",jun. 2004,22714,"06020301_tarragona_valencia_A_7"
"2137",jul. 2004,31312,"06020301_tarragona_valencia_A_7"
"2138",ago. 2004,40909,"06020301_tarragona_valencia_A_7"
"2139",sep. 2004,24809,"06020301_tarragona_valencia_A_7"
"2140",oct. 2004,22143,"06020301_tarragona_valencia_A_7"
"2141",nov. 2004,18779,"06020301_tarragona_valencia_A_7"
"2142",dic. 2004,21250,"06020301_tarragona_valencia_A_7"
"2143",ene. 2005,17631,"06020301_tarragona_valencia_A_7"
"2144",feb. 2005,18350,"06020301_tarragona_valencia_A_7"
"2145",mar. 2005,23767,"06020301_tarragona_valencia_A_7"
"2146",abr. 2005,20703,"06020301_tarragona_valencia_A_7"
"2147",may. 2005,21656,"06020301_tarragona_valencia_A_7"
"2148",jun. 2005,22315,"06020301_tarragona_valencia_A_7"
"2149",jul. 2005,31197,"06020301_tarragona_valencia_A_7"
"2150",ago. 2005,39966,"06020301_tarragona_valencia_A_7"
"2151",sep. 2005,24317,"06020301_tarragona_valencia_A_7"
"2152",oct. 2005,20722,"06020301_tarragona_valencia_A_7"
"2153",nov. 2005,19394,"06020301_tarragona_valencia_A_7"
"2154",dic. 2005,21018,"06020301_tarragona_valencia_A_7"
"2155",ene. 2006,18242,"06020301_tarragona_valencia_A_7"
"2156",feb. 2006,19409,"06020301_tarragona_valencia_A_7"
"2157",mar. 2006,21200,"06020301_tarragona_valencia_A_7"
"2158",abr. 2006,27390,"06020301_tarragona_valencia_A_7"
"2159",may. 2006,22502,"06020301_tarragona_valencia_A_7"
"2160",jun. 2006,23744,"06020301_tarragona_valencia_A_7"
"2161",jul. 2006,33434,"06020301_tarragona_valencia_A_7"
"2162",ago. 2006,41045,"06020301_tarragona_valencia_A_7"
"2163",sep. 2006,26679,"06020301_tarragona_valencia_A_7"
"2164",oct. 2006,23691,"06020301_tarragona_valencia_A_7"
"2165",nov. 2006,20936,"06020301_tarragona_valencia_A_7"
"2166",dic. 2006,23684,"06020301_tarragona_valencia_A_7"
"2167",ene. 2007,20472,"06020301_tarragona_valencia_A_7"
"2168",feb. 2007,21003,"06020301_tarragona_valencia_A_7"
"2169",mar. 2007,22848,"06020301_tarragona_valencia_A_7"
"2170",abr. 2007,26489,"06020301_tarragona_valencia_A_7"
"2171",may. 2007,22254,"06020301_tarragona_valencia_A_7"
"2172",jun. 2007,24226,"06020301_tarragona_valencia_A_7"
"2173",jul. 2007,32434,"06020301_tarragona_valencia_A_7"
"2174",ago. 2007,40800,"06020301_tarragona_valencia_A_7"
"2175",sep. 2007,25640,"06020301_tarragona_valencia_A_7"
"2176",oct. 2007,22199,"06020301_tarragona_valencia_A_7"
"2177",nov. 2007,21187,"06020301_tarragona_valencia_A_7"
"2178",dic. 2007,21281,"06020301_tarragona_valencia_A_7"
"2179",ene. 2008,18849,"06020301_tarragona_valencia_A_7"
"2180",feb. 2008,19104,"06020301_tarragona_valencia_A_7"
"2181",mar. 2008,24014,"06020301_tarragona_valencia_A_7"
"2182",abr. 2008,19792,"06020301_tarragona_valencia_A_7"
"2183",may. 2008,20472,"06020301_tarragona_valencia_A_7"
"2184",jun. 2008,20674,"06020301_tarragona_valencia_A_7"
"2185",jul. 2008,28692,"06020301_tarragona_valencia_A_7"
"2186",ago. 2008,38455,"06020301_tarragona_valencia_A_7"
"2187",sep. 2008,21613,"06020301_tarragona_valencia_A_7"
"2188",oct. 2008,18805,"06020301_tarragona_valencia_A_7"
"2189",nov. 2008,16556,"06020301_tarragona_valencia_A_7"
"2190",dic. 2008,18319,"06020301_tarragona_valencia_A_7"
"2191",ene. 2009,14960,"06020301_tarragona_valencia_A_7"
"2192",feb. 2009,15340,"06020301_tarragona_valencia_A_7"
"2193",mar. 2009,16537,"06020301_tarragona_valencia_A_7"
"2194",abr. 2009,21875,"06020301_tarragona_valencia_A_7"
"2195",may. 2009,18143,"06020301_tarragona_valencia_A_7"
"2196",jun. 2009,19130,"06020301_tarragona_valencia_A_7"
"2197",jul. 2009,27334,"06020301_tarragona_valencia_A_7"
"2198",ago. 2009,35192,"06020301_tarragona_valencia_A_7"
"2199",sep. 2009,19029,"06020301_tarragona_valencia_A_7"
"2200",oct. 2009,17144,"06020301_tarragona_valencia_A_7"
"2201",nov. 2009,15115,"06020301_tarragona_valencia_A_7"
"2202",dic. 2009,16334,"06020301_tarragona_valencia_A_7"
"2203",ene. 2010,14913,"06020301_tarragona_valencia_A_7"
"2204",feb. 2010,15642,"06020301_tarragona_valencia_A_7"
"2205",mar. 2010,17961,"06020301_tarragona_valencia_A_7"
"2206",abr. 2010,20852,"06020301_tarragona_valencia_A_7"
"2207",may. 2010,18124,"06020301_tarragona_valencia_A_7"
"2208",jun. 2010,19761,"06020301_tarragona_valencia_A_7"
"2209",jul. 2010,27861,"06020301_tarragona_valencia_A_7"
"2210",ago. 2010,34184,"06020301_tarragona_valencia_A_7"
"2211",sep. 2010,19699,"06020301_tarragona_valencia_A_7"
"2212",oct. 2010,17670,"06020301_tarragona_valencia_A_7"
"2213",nov. 2010,16514,"06020301_tarragona_valencia_A_7"
