"","Mes_numeric","IMD_total","nombre"
"4769",mar. 2011,5467,"06020602_santiago_alto_sto_domingo"
"4770",abr. 2011,5813,"06020602_santiago_alto_sto_domingo"
"4771",may. 2011,5468,"06020602_santiago_alto_sto_domingo"
"4772",jun. 2011,6162,"06020602_santiago_alto_sto_domingo"
"4773",jul. 2011,6539,"06020602_santiago_alto_sto_domingo"
"4774",ago. 2011,6845,"06020602_santiago_alto_sto_domingo"
"4775",sep. 2011,6193,"06020602_santiago_alto_sto_domingo"
"4776",oct. 2011,5707,"06020602_santiago_alto_sto_domingo"
"4777",nov. 2011,5352,"06020602_santiago_alto_sto_domingo"
"4778",dic. 2011,5313,"06020602_santiago_alto_sto_domingo"
"4779",ene. 2012,4479,"06020602_santiago_alto_sto_domingo"
"4780",feb. 2012,4847,"06020602_santiago_alto_sto_domingo"
"4781",mar. 2012,4860,"06020602_santiago_alto_sto_domingo"
"4782",abr. 2012,5048,"06020602_santiago_alto_sto_domingo"
"4783",may. 2012,4832,"06020602_santiago_alto_sto_domingo"
"4784",jun. 2012,5412,"06020602_santiago_alto_sto_domingo"
"4785",jul. 2012,5665,"06020602_santiago_alto_sto_domingo"
"4786",ago. 2012,5867,"06020602_santiago_alto_sto_domingo"
"4787",sep. 2012,5030,"06020602_santiago_alto_sto_domingo"
"4788",oct. 2012,4689,"06020602_santiago_alto_sto_domingo"
"4789",nov. 2012,4458,"06020602_santiago_alto_sto_domingo"
"4790",dic. 2012,4410,"06020602_santiago_alto_sto_domingo"
"4791",ene. 2013,4544,"06020602_santiago_alto_sto_domingo"
"4792",feb. 2013,5111,"06020602_santiago_alto_sto_domingo"
"4793",mar. 2013,5181,"06020602_santiago_alto_sto_domingo"
"4794",abr. 2013,5193,"06020602_santiago_alto_sto_domingo"
"4795",may. 2013,5415,"06020602_santiago_alto_sto_domingo"
"4796",jun. 2013,5926,"06020602_santiago_alto_sto_domingo"
"4797",jul. 2013,6209,"06020602_santiago_alto_sto_domingo"
"4798",ago. 2013,6696,"06020602_santiago_alto_sto_domingo"
"4799",sep. 2013,5906,"06020602_santiago_alto_sto_domingo"
"4800",oct. 2013,5487,"06020602_santiago_alto_sto_domingo"
"4801",nov. 2013,5375,"06020602_santiago_alto_sto_domingo"
"4802",dic. 2013,5412,"06020602_santiago_alto_sto_domingo"
"4803",ene. 2014,4738,"06020602_santiago_alto_sto_domingo"
"4804",feb. 2014,4928,"06020602_santiago_alto_sto_domingo"
"4805",mar. 2014,5243,"06020602_santiago_alto_sto_domingo"
"4806",abr. 2014,5678,"06020602_santiago_alto_sto_domingo"
"4807",may. 2014,5420,"06020602_santiago_alto_sto_domingo"
"4808",jun. 2014,5932,"06020602_santiago_alto_sto_domingo"
"4809",jul. 2014,6273,"06020602_santiago_alto_sto_domingo"
"4810",ago. 2014,6903,"06020602_santiago_alto_sto_domingo"
"4811",sep. 2014,5997,"06020602_santiago_alto_sto_domingo"
"4812",oct. 2014,5666,"06020602_santiago_alto_sto_domingo"
"4813",nov. 2014,5441,"06020602_santiago_alto_sto_domingo"
"4814",dic. 2014,5666,"06020602_santiago_alto_sto_domingo"
"4815",ene. 2015,5002,"06020602_santiago_alto_sto_domingo"
"4816",feb. 2015,5551,"06020602_santiago_alto_sto_domingo"
"4817",mar. 2015,5615,"06020602_santiago_alto_sto_domingo"
"4818",abr. 2015,6003,"06020602_santiago_alto_sto_domingo"
"4819",may. 2015,5655,"06020602_santiago_alto_sto_domingo"
"4820",jun. 2015,6263,"06020602_santiago_alto_sto_domingo"
"4821",jul. 2015,6742,"06020602_santiago_alto_sto_domingo"
"4822",ago. 2015,7452,"06020602_santiago_alto_sto_domingo"
"4823",sep. 2015,6417,"06020602_santiago_alto_sto_domingo"
"4824",oct. 2015,6050,"06020602_santiago_alto_sto_domingo"
"4825",nov. 2015,5802,"06020602_santiago_alto_sto_domingo"
"4826",dic. 2015,5912,"06020602_santiago_alto_sto_domingo"
"4827",ene. 2016,5357,"06020602_santiago_alto_sto_domingo"
"4828",feb. 2016,5555,"06020602_santiago_alto_sto_domingo"
"4829",mar. 2016,6107,"06020602_santiago_alto_sto_domingo"
"4830",abr. 2016,5832,"06020602_santiago_alto_sto_domingo"
"4831",may. 2016,6141,"06020602_santiago_alto_sto_domingo"
"4832",jun. 2016,6624,"06020602_santiago_alto_sto_domingo"
"4833",jul. 2016,7166,"06020602_santiago_alto_sto_domingo"
"4834",ago. 2016,7670,"06020602_santiago_alto_sto_domingo"
"4835",sep. 2016,6725,"06020602_santiago_alto_sto_domingo"
"4836",oct. 2016,6319,"06020602_santiago_alto_sto_domingo"
"4837",nov. 2016,6033,"06020602_santiago_alto_sto_domingo"
"4838",dic. 2016,6078,"06020602_santiago_alto_sto_domingo"
"4839",ene. 2017,5529,"06020602_santiago_alto_sto_domingo"
"4840",feb. 2017,5868,"06020602_santiago_alto_sto_domingo"
"4841",mar. 2017,6078,"06020602_santiago_alto_sto_domingo"
"4842",abr. 2003,4732,"06020603_segovia_san_rafael"
"4843",may. 2003,4757,"06020603_segovia_san_rafael"
"4844",jun. 2003,4660,"06020603_segovia_san_rafael"
"4845",jul. 2003,4589,"06020603_segovia_san_rafael"
"4846",ago. 2003,4661,"06020603_segovia_san_rafael"
"4847",sep. 2003,4893,"06020603_segovia_san_rafael"
"4848",oct. 2003,5085,"06020603_segovia_san_rafael"
"4849",nov. 2003,4956,"06020603_segovia_san_rafael"
"4850",dic. 2003,4909,"06020603_segovia_san_rafael"
"4851",ene. 2004,4375,"06020603_segovia_san_rafael"
"4852",feb. 2004,4484,"06020603_segovia_san_rafael"
"4853",mar. 2004,4429,"06020603_segovia_san_rafael"
"4854",abr. 2004,4694,"06020603_segovia_san_rafael"
"4855",may. 2004,4742,"06020603_segovia_san_rafael"
"4856",jun. 2004,4799,"06020603_segovia_san_rafael"
"4857",jul. 2004,4776,"06020603_segovia_san_rafael"
"4858",ago. 2004,4960,"06020603_segovia_san_rafael"
"4859",sep. 2004,4960,"06020603_segovia_san_rafael"
"4860",oct. 2004,5155,"06020603_segovia_san_rafael"
"4861",nov. 2004,4808,"06020603_segovia_san_rafael"
"4862",dic. 2004,5300,"06020603_segovia_san_rafael"
"4863",ene. 2005,4466,"06020603_segovia_san_rafael"
"4864",feb. 2005,4860,"06020603_segovia_san_rafael"
"4865",mar. 2005,4872,"06020603_segovia_san_rafael"
"4866",abr. 2005,4754,"06020603_segovia_san_rafael"
"4867",may. 2005,5193,"06020603_segovia_san_rafael"
"4868",jun. 2005,5116,"06020603_segovia_san_rafael"
"4869",jul. 2005,5055,"06020603_segovia_san_rafael"
"4870",ago. 2005,4970,"06020603_segovia_san_rafael"
"4871",sep. 2005,5110,"06020603_segovia_san_rafael"
"4872",oct. 2005,5266,"06020603_segovia_san_rafael"
"4873",nov. 2005,5079,"06020603_segovia_san_rafael"
"4874",dic. 2005,5415,"06020603_segovia_san_rafael"
"4875",ene. 2006,4879,"06020603_segovia_san_rafael"
"4876",feb. 2006,5195,"06020603_segovia_san_rafael"
"4877",mar. 2006,5311,"06020603_segovia_san_rafael"
"4878",abr. 2006,5483,"06020603_segovia_san_rafael"
"4879",may. 2006,5599,"06020603_segovia_san_rafael"
"4880",jun. 2006,5552,"06020603_segovia_san_rafael"
"4881",jul. 2006,5543,"06020603_segovia_san_rafael"
"4882",ago. 2006,5508,"06020603_segovia_san_rafael"
"4883",sep. 2006,5766,"06020603_segovia_san_rafael"
"4884",oct. 2006,5964,"06020603_segovia_san_rafael"
"4885",nov. 2006,5710,"06020603_segovia_san_rafael"
"4886",dic. 2006,5996,"06020603_segovia_san_rafael"
"4887",ene. 2007,5352,"06020603_segovia_san_rafael"
"4888",feb. 2007,5747,"06020603_segovia_san_rafael"
"4889",mar. 2007,6006,"06020603_segovia_san_rafael"
"4890",abr. 2007,6206,"06020603_segovia_san_rafael"
"4891",may. 2007,6205,"06020603_segovia_san_rafael"
"4892",jun. 2007,6401,"06020603_segovia_san_rafael"
"4893",jul. 2007,6349,"06020603_segovia_san_rafael"
"4894",ago. 2007,6074,"06020603_segovia_san_rafael"
"4895",sep. 2007,6361,"06020603_segovia_san_rafael"
"4896",oct. 2007,6581,"06020603_segovia_san_rafael"
"4897",nov. 2007,6473,"06020603_segovia_san_rafael"
"4898",dic. 2007,6360,"06020603_segovia_san_rafael"
"4899",ene. 2008,5661,"06020603_segovia_san_rafael"
"4900",feb. 2008,5916,"06020603_segovia_san_rafael"
"4901",mar. 2008,6246,"06020603_segovia_san_rafael"
"4902",abr. 2008,5667,"06020603_segovia_san_rafael"
"4903",may. 2008,5861,"06020603_segovia_san_rafael"
"4904",jun. 2008,5680,"06020603_segovia_san_rafael"
"4905",jul. 2008,5848,"06020603_segovia_san_rafael"
"4906",ago. 2008,5738,"06020603_segovia_san_rafael"
"4907",sep. 2008,6038,"06020603_segovia_san_rafael"
"4908",oct. 2008,6245,"06020603_segovia_san_rafael"
"4909",nov. 2008,6204,"06020603_segovia_san_rafael"
"4910",dic. 2008,6470,"06020603_segovia_san_rafael"
"4911",ene. 2009,5390,"06020603_segovia_san_rafael"
"4912",feb. 2009,5692,"06020603_segovia_san_rafael"
"4913",mar. 2009,6008,"06020603_segovia_san_rafael"
"4914",abr. 2009,6309,"06020603_segovia_san_rafael"
"4915",may. 2009,6575,"06020603_segovia_san_rafael"
"4916",jun. 2009,6418,"06020603_segovia_san_rafael"
"4917",jul. 2009,6555,"06020603_segovia_san_rafael"
"4918",ago. 2009,6280,"06020603_segovia_san_rafael"
"4919",sep. 2009,6513,"06020603_segovia_san_rafael"
"4920",oct. 2009,6902,"06020603_segovia_san_rafael"
"4921",nov. 2009,6376,"06020603_segovia_san_rafael"
"4922",dic. 2009,6506,"06020603_segovia_san_rafael"
"4923",ene. 2010,5615,"06020603_segovia_san_rafael"
"4924",feb. 2010,5947,"06020603_segovia_san_rafael"
"4925",mar. 2010,6323,"06020603_segovia_san_rafael"
"4926",abr. 2010,6638,"06020603_segovia_san_rafael"
"4927",may. 2010,6756,"06020603_segovia_san_rafael"
"4928",jun. 2010,6681,"06020603_segovia_san_rafael"
"4929",jul. 2010,6870,"06020603_segovia_san_rafael"
"4930",ago. 2010,6471,"06020603_segovia_san_rafael"
"4931",sep. 2010,6797,"06020603_segovia_san_rafael"
"4932",oct. 2010,7109,"06020603_segovia_san_rafael"
"4933",nov. 2010,6468,"06020603_segovia_san_rafael"
"4934",dic. 2010,6952,"06020603_segovia_san_rafael"
"4935",ene. 2011,5867,"06020603_segovia_san_rafael"
"4936",feb. 2011,6285,"06020603_segovia_san_rafael"
"4937",mar. 2011,5966,"06020603_segovia_san_rafael"
"4938",abr. 2011,6537,"06020603_segovia_san_rafael"
"4939",may. 2011,6311,"06020603_segovia_san_rafael"
"4940",jun. 2011,6666,"06020603_segovia_san_rafael"
"4941",jul. 2011,7206,"06020603_segovia_san_rafael"
"4942",ago. 2011,6490,"06020603_segovia_san_rafael"
"4943",sep. 2011,6811,"06020603_segovia_san_rafael"
"4944",oct. 2011,6835,"06020603_segovia_san_rafael"
"4945",nov. 2011,6064,"06020603_segovia_san_rafael"
"4946",dic. 2011,6611,"06020603_segovia_san_rafael"
"4947",ene. 2012,5511,"06020603_segovia_san_rafael"
"4948",feb. 2012,5586,"06020603_segovia_san_rafael"
"4949",mar. 2012,5864,"06020603_segovia_san_rafael"
"4950",abr. 2012,6099,"06020603_segovia_san_rafael"
"4951",may. 2012,6138,"06020603_segovia_san_rafael"
"4952",jun. 2012,7894,"06020603_segovia_san_rafael"
"4953",jul. 2012,6588,"06020603_segovia_san_rafael"
"4954",ago. 2012,5692,"06020603_segovia_san_rafael"
"4955",sep. 2012,5912,"06020603_segovia_san_rafael"
"4956",oct. 2012,7232,"06020603_segovia_san_rafael"
"4957",nov. 2012,6923,"06020603_segovia_san_rafael"
"4958",dic. 2012,6022,"06020603_segovia_san_rafael"
"4959",ene. 2013,5414,"06020603_segovia_san_rafael"
"4960",feb. 2013,5667,"06020603_segovia_san_rafael"
"4961",mar. 2013,6270,"06020603_segovia_san_rafael"
"4962",abr. 2013,5743,"06020603_segovia_san_rafael"
"4963",may. 2013,6210,"06020603_segovia_san_rafael"
"4964",jun. 2013,6422,"06020603_segovia_san_rafael"
"4965",jul. 2013,6385,"06020603_segovia_san_rafael"
"4966",ago. 2013,6086,"06020603_segovia_san_rafael"
"4967",sep. 2013,6322,"06020603_segovia_san_rafael"
"4968",oct. 2013,6155,"06020603_segovia_san_rafael"
"4969",nov. 2013,6266,"06020603_segovia_san_rafael"
"4970",dic. 2013,6652,"06020603_segovia_san_rafael"
"4971",ene. 2014,5540,"06020603_segovia_san_rafael"
"4972",feb. 2014,5752,"06020603_segovia_san_rafael"
"4973",mar. 2014,5990,"06020603_segovia_san_rafael"
"4974",abr. 2014,6611,"06020603_segovia_san_rafael"
"4975",may. 2014,6619,"06020603_segovia_san_rafael"
"4976",jun. 2014,6684,"06020603_segovia_san_rafael"
"4977",jul. 2014,6899,"06020603_segovia_san_rafael"
"4978",ago. 2014,6643,"06020603_segovia_san_rafael"
"4979",sep. 2014,6708,"06020603_segovia_san_rafael"
"4980",oct. 2014,6643,"06020603_segovia_san_rafael"
"4981",nov. 2014,6563,"06020603_segovia_san_rafael"
"4982",dic. 2014,7051,"06020603_segovia_san_rafael"
"4983",ene. 2015,5932,"06020603_segovia_san_rafael"
"4984",feb. 2015,6232,"06020603_segovia_san_rafael"
"4985",mar. 2015,6550,"06020603_segovia_san_rafael"
"4986",abr. 2015,7129,"06020603_segovia_san_rafael"
"4987",may. 2015,7202,"06020603_segovia_san_rafael"
"4988",jun. 2015,7021,"06020603_segovia_san_rafael"
"4989",jul. 2015,7424,"06020603_segovia_san_rafael"
"4990",ago. 2015,7167,"06020603_segovia_san_rafael"
"4991",sep. 2015,7250,"06020603_segovia_san_rafael"
"4992",oct. 2015,7377,"06020603_segovia_san_rafael"
"4993",nov. 2015,6985,"06020603_segovia_san_rafael"
"4994",dic. 2015,7459,"06020603_segovia_san_rafael"
"4995",ene. 2016,6386,"06020603_segovia_san_rafael"
"4996",feb. 2016,6702,"06020603_segovia_san_rafael"
"4997",mar. 2016,7738,"06020603_segovia_san_rafael"
"4998",abr. 2016,6936,"06020603_segovia_san_rafael"
"4999",may. 2016,7610,"06020603_segovia_san_rafael"
"5000",jun. 2016,7611,"06020603_segovia_san_rafael"
"5001",jul. 2016,8216,"06020603_segovia_san_rafael"
"5002",ago. 2016,7552,"06020603_segovia_san_rafael"
"5003",sep. 2016,7828,"06020603_segovia_san_rafael"
"5004",oct. 2016,7971,"06020603_segovia_san_rafael"
"5005",nov. 2016,7225,"06020603_segovia_san_rafael"
"5006",dic. 2016,7995,"06020603_segovia_san_rafael"
"5007",ene. 2017,6841,"06020603_segovia_san_rafael"
"5008",feb. 2017,7342,"06020603_segovia_san_rafael"
"5009",mar. 2017,7563,"06020603_segovia_san_rafael"
"5010",oct. 2003,5291,"06020701_madrid_guadalajara"
"5011",nov. 2003,4781,"06020701_madrid_guadalajara"
"5012",dic. 2003,4985,"06020701_madrid_guadalajara"
"5013",ene. 2004,4384,"06020701_madrid_guadalajara"
"5014",feb. 2004,5073,"06020701_madrid_guadalajara"
"5015",mar. 2004,5684,"06020701_madrid_guadalajara"
"5016",abr. 2004,6009,"06020701_madrid_guadalajara"
"5017",may. 2004,5795,"06020701_madrid_guadalajara"
"5018",jun. 2004,6537,"06020701_madrid_guadalajara"
"5019",jul. 2004,7028,"06020701_madrid_guadalajara"
"5020",ago. 2004,6490,"06020701_madrid_guadalajara"
"5021",sep. 2004,6490,"06020701_madrid_guadalajara"
"5022",oct. 2004,7465,"06020701_madrid_guadalajara"
"5023",nov. 2004,7090,"06020701_madrid_guadalajara"
"5024",dic. 2004,7102,"06020701_madrid_guadalajara"
"5025",ene. 2005,5845,"06020701_madrid_guadalajara"
"5026",feb. 2005,6809,"06020701_madrid_guadalajara"
"5027",mar. 2005,7650,"06020701_madrid_guadalajara"
"5028",abr. 2005,7583,"06020701_madrid_guadalajara"
"5029",may. 2005,7991,"06020701_madrid_guadalajara"
"5030",jun. 2005,8381,"06020701_madrid_guadalajara"
"5031",jul. 2005,8781,"06020701_madrid_guadalajara"
"5032",ago. 2005,6675,"06020701_madrid_guadalajara"
"5033",sep. 2005,7926,"06020701_madrid_guadalajara"
"5034",oct. 2005,8197,"06020701_madrid_guadalajara"
"5035",nov. 2005,8137,"06020701_madrid_guadalajara"
"5036",dic. 2005,8010,"06020701_madrid_guadalajara"
"5037",ene. 2006,7547,"06020701_madrid_guadalajara"
"5038",feb. 2006,8609,"06020701_madrid_guadalajara"
"5039",mar. 2006,9208,"06020701_madrid_guadalajara"
"5040",abr. 2006,9721,"06020701_madrid_guadalajara"
"5041",may. 2006,9712,"06020701_madrid_guadalajara"
"5042",jun. 2006,10048,"06020701_madrid_guadalajara"
"5043",jul. 2006,10121,"06020701_madrid_guadalajara"
"5044",ago. 2006,7843,"06020701_madrid_guadalajara"
"5045",sep. 2006,9951,"06020701_madrid_guadalajara"
"5046",oct. 2006,11065,"06020701_madrid_guadalajara"
"5047",nov. 2006,10519,"06020701_madrid_guadalajara"
"5048",dic. 2006,9663,"06020701_madrid_guadalajara"
"5049",ene. 2007,9259,"06020701_madrid_guadalajara"
"5050",feb. 2007,10393,"06020701_madrid_guadalajara"
"5051",mar. 2007,11266,"06020701_madrid_guadalajara"
"5052",abr. 2007,11037,"06020701_madrid_guadalajara"
"5053",may. 2007,10819,"06020701_madrid_guadalajara"
"5054",jun. 2007,11669,"06020701_madrid_guadalajara"
"5055",jul. 2007,11953,"06020701_madrid_guadalajara"
"5056",ago. 2007,9299,"06020701_madrid_guadalajara"
"5057",sep. 2007,11304,"06020701_madrid_guadalajara"
"5058",oct. 2007,12991,"06020701_madrid_guadalajara"
"5059",nov. 2007,12129,"06020701_madrid_guadalajara"
"5060",dic. 2007,10286,"06020701_madrid_guadalajara"
"5061",ene. 2008,10231,"06020701_madrid_guadalajara"
"5062",feb. 2008,11639,"06020701_madrid_guadalajara"
"5063",mar. 2008,11123,"06020701_madrid_guadalajara"
"5064",abr. 2008,11373,"06020701_madrid_guadalajara"
"5065",may. 2008,10802,"06020701_madrid_guadalajara"
"5066",jun. 2008,11571,"06020701_madrid_guadalajara"
"5067",jul. 2008,11312,"06020701_madrid_guadalajara"
"5068",ago. 2008,8564,"06020701_madrid_guadalajara"
"5069",sep. 2008,10543,"06020701_madrid_guadalajara"
"5070",oct. 2008,10993,"06020701_madrid_guadalajara"
"5071",nov. 2008,9661,"06020701_madrid_guadalajara"
"5072",dic. 2008,9403,"06020701_madrid_guadalajara"
"5073",ene. 2009,7994,"06020701_madrid_guadalajara"
"5074",feb. 2009,9461,"06020701_madrid_guadalajara"
"5075",mar. 2009,9594,"06020701_madrid_guadalajara"
"5076",abr. 2009,9731,"06020701_madrid_guadalajara"
"5077",may. 2009,9361,"06020701_madrid_guadalajara"
"5078",jun. 2009,9705,"06020701_madrid_guadalajara"
"5079",jul. 2009,10517,"06020701_madrid_guadalajara"
"5080",ago. 2009,7739,"06020701_madrid_guadalajara"
"5081",sep. 2009,9696,"06020701_madrid_guadalajara"
"5082",oct. 2009,10330,"06020701_madrid_guadalajara"
"5083",nov. 2009,9348,"06020701_madrid_guadalajara"
"5084",dic. 2009,9101,"06020701_madrid_guadalajara"
"5085",ene. 2010,7956,"06020701_madrid_guadalajara"
"5086",feb. 2010,9510,"06020701_madrid_guadalajara"
"5087",mar. 2010,10029,"06020701_madrid_guadalajara"
"5088",abr. 2010,9993,"06020701_madrid_guadalajara"
"5089",may. 2010,9832,"06020701_madrid_guadalajara"
"5090",jun. 2010,9924,"06020701_madrid_guadalajara"
"5091",jul. 2010,10341,"06020701_madrid_guadalajara"
"5092",ago. 2010,7480,"06020701_madrid_guadalajara"
"5093",sep. 2010,9236,"06020701_madrid_guadalajara"
"5094",oct. 2010,9561,"06020701_madrid_guadalajara"
"5095",nov. 2010,8797,"06020701_madrid_guadalajara"
"5096",dic. 2010,8730,"06020701_madrid_guadalajara"
"5097",ene. 2011,7409,"06020701_madrid_guadalajara"
"5098",feb. 2011,8695,"06020701_madrid_guadalajara"
"5099",mar. 2011,8256,"06020701_madrid_guadalajara"
"5100",abr. 2011,8328,"06020701_madrid_guadalajara"
"5101",may. 2011,7778,"06020701_madrid_guadalajara"
"5102",jun. 2011,8336,"06020701_madrid_guadalajara"
"5103",jul. 2011,9014,"06020701_madrid_guadalajara"
"5104",ago. 2011,6832,"06020701_madrid_guadalajara"
"5105",sep. 2011,7812,"06020701_madrid_guadalajara"
"5106",oct. 2011,7647,"06020701_madrid_guadalajara"
"5107",nov. 2011,7032,"06020701_madrid_guadalajara"
"5108",dic. 2011,6564,"06020701_madrid_guadalajara"
"5109",ene. 2012,6010,"06020701_madrid_guadalajara"
"5110",feb. 2012,6278,"06020701_madrid_guadalajara"
"5111",mar. 2012,6685,"06020701_madrid_guadalajara"
"5112",abr. 2012,6233,"06020701_madrid_guadalajara"
"5113",may. 2012,6128,"06020701_madrid_guadalajara"
"5114",jun. 2012,6627,"06020701_madrid_guadalajara"
"5115",jul. 2012,6605,"06020701_madrid_guadalajara"
"5116",ago. 2012,4954,"06020701_madrid_guadalajara"
"5117",sep. 2012,5697,"06020701_madrid_guadalajara"
"5118",oct. 2012,5978,"06020701_madrid_guadalajara"
"5119",nov. 2012,5133,"06020701_madrid_guadalajara"
"5120",dic. 2012,4826,"06020701_madrid_guadalajara"
"5121",ene. 2013,4388,"06020701_madrid_guadalajara"
"5122",feb. 2013,4642,"06020701_madrid_guadalajara"
"5123",mar. 2013,4978,"06020701_madrid_guadalajara"
"5124",abr. 2013,4681,"06020701_madrid_guadalajara"
"5125",may. 2013,4502,"06020701_madrid_guadalajara"
"5126",jun. 2013,4761,"06020701_madrid_guadalajara"
"5127",jul. 2013,4917,"06020701_madrid_guadalajara"
"5128",ago. 2013,3847,"06020701_madrid_guadalajara"
"5129",sep. 2013,4506,"06020701_madrid_guadalajara"
"5130",oct. 2013,4924,"06020701_madrid_guadalajara"
"5131",nov. 2013,4448,"06020701_madrid_guadalajara"
"5132",dic. 2013,4380,"06020701_madrid_guadalajara"
"5133",ene. 2014,3958,"06020701_madrid_guadalajara"
"5134",feb. 2014,4266,"06020701_madrid_guadalajara"
"5135",mar. 2014,4287,"06020701_madrid_guadalajara"
"5136",abr. 2014,4607,"06020701_madrid_guadalajara"
"5137",may. 2014,4220,"06020701_madrid_guadalajara"
"5138",jun. 2014,4403,"06020701_madrid_guadalajara"
"5139",jul. 2014,4557,"06020701_madrid_guadalajara"
"5140",ago. 2014,3614,"06020701_madrid_guadalajara"
"5141",sep. 2014,4494,"06020701_madrid_guadalajara"
"5142",oct. 2014,4924,"06020701_madrid_guadalajara"
"5143",nov. 2014,4264,"06020701_madrid_guadalajara"
"5144",dic. 2014,4318,"06020701_madrid_guadalajara"
"5145",ene. 2015,3733,"06020701_madrid_guadalajara"
"5146",feb. 2015,4288,"06020701_madrid_guadalajara"
"5147",mar. 2015,4624,"06020701_madrid_guadalajara"
"5148",abr. 2015,4794,"06020701_madrid_guadalajara"
"5149",may. 2015,4546,"06020701_madrid_guadalajara"
"5150",jun. 2015,4783,"06020701_madrid_guadalajara"
"5151",jul. 2015,5059,"06020701_madrid_guadalajara"
"5152",ago. 2015,3681,"06020701_madrid_guadalajara"
"5153",sep. 2015,4853,"06020701_madrid_guadalajara"
"5154",oct. 2015,5250,"06020701_madrid_guadalajara"
"5155",nov. 2015,4810,"06020701_madrid_guadalajara"
"5156",dic. 2015,4665,"06020701_madrid_guadalajara"
"5157",ene. 2016,4158,"06020701_madrid_guadalajara"
"5158",feb. 2016,4865,"06020701_madrid_guadalajara"
"5159",mar. 2016,5136,"06020701_madrid_guadalajara"
"5160",abr. 2016,4917,"06020701_madrid_guadalajara"
"5161",may. 2016,4940,"06020701_madrid_guadalajara"
"5162",jun. 2016,5222,"06020701_madrid_guadalajara"
"5163",jul. 2016,5266,"06020701_madrid_guadalajara"
"5164",ago. 2016,3997,"06020701_madrid_guadalajara"
"5165",sep. 2016,5233,"06020701_madrid_guadalajara"
"5166",oct. 2016,5281,"06020701_madrid_guadalajara"
"5167",nov. 2016,5099,"06020701_madrid_guadalajara"
"5168",dic. 2016,4883,"06020701_madrid_guadalajara"
"5169",ene. 2017,4412,"06020701_madrid_guadalajara"
"5170",feb. 2017,5377,"06020701_madrid_guadalajara"
"5171",mar. 2017,5846,"06020701_madrid_guadalajara"
"5172",feb. 2004,4948,"06020702_madrid_arganda"
"5173",mar. 2004,6828,"06020702_madrid_arganda"
"5174",abr. 2004,8639,"06020702_madrid_arganda"
"5175",may. 2004,8889,"06020702_madrid_arganda"
"5176",jun. 2004,11095,"06020702_madrid_arganda"
"5177",jul. 2004,13245,"06020702_madrid_arganda"
"5178",ago. 2004,12543,"06020702_madrid_arganda"
"5179",sep. 2004,12543,"06020702_madrid_arganda"
"5180",oct. 2004,12200,"06020702_madrid_arganda"
"5181",nov. 2004,11154,"06020702_madrid_arganda"
"5182",dic. 2004,11066,"06020702_madrid_arganda"
"5183",ene. 2005,9808,"06020702_madrid_arganda"
"5184",feb. 2005,10849,"06020702_madrid_arganda"
"5185",mar. 2005,13035,"06020702_madrid_arganda"
"5186",abr. 2005,13029,"06020702_madrid_arganda"
"5187",may. 2005,13253,"06020702_madrid_arganda"
"5188",jun. 2005,14922,"06020702_madrid_arganda"
"5189",jul. 2005,16485,"06020702_madrid_arganda"
"5190",ago. 2005,14398,"06020702_madrid_arganda"
"5191",sep. 2005,15216,"06020702_madrid_arganda"
"5192",oct. 2005,13806,"06020702_madrid_arganda"
"5193",nov. 2005,13608,"06020702_madrid_arganda"
"5194",dic. 2005,13409,"06020702_madrid_arganda"
"5195",ene. 2006,12763,"06020702_madrid_arganda"
"5196",feb. 2006,14272,"06020702_madrid_arganda"
"5197",mar. 2006,15792,"06020702_madrid_arganda"
"5198",abr. 2006,17638,"06020702_madrid_arganda"
"5199",may. 2006,16619,"06020702_madrid_arganda"
"5200",jun. 2006,18219,"06020702_madrid_arganda"
"5201",jul. 2006,19058,"06020702_madrid_arganda"
"5202",ago. 2006,15209,"06020702_madrid_arganda"
"5203",sep. 2006,16922,"06020702_madrid_arganda"
"5204",oct. 2006,16423,"06020702_madrid_arganda"
"5205",nov. 2006,15599,"06020702_madrid_arganda"
"5206",dic. 2006,15064,"06020702_madrid_arganda"
"5207",ene. 2007,14294,"06020702_madrid_arganda"
"5208",feb. 2007,15737,"06020702_madrid_arganda"
"5209",mar. 2007,17439,"06020702_madrid_arganda"
"5210",abr. 2007,16958,"06020702_madrid_arganda"
"5211",may. 2007,16616,"06020702_madrid_arganda"
"5212",jun. 2007,18357,"06020702_madrid_arganda"
"5213",jul. 2007,18385,"06020702_madrid_arganda"
"5214",ago. 2007,15547,"06020702_madrid_arganda"
"5215",sep. 2007,16345,"06020702_madrid_arganda"
"5216",oct. 2007,15982,"06020702_madrid_arganda"
"5217",nov. 2007,15166,"06020702_madrid_arganda"
"5218",dic. 2007,13946,"06020702_madrid_arganda"
"5219",ene. 2008,14024,"06020702_madrid_arganda"
"5220",feb. 2008,14789,"06020702_madrid_arganda"
"5221",mar. 2008,15107,"06020702_madrid_arganda"
"5222",abr. 2008,15288,"06020702_madrid_arganda"
"5223",may. 2008,14972,"06020702_madrid_arganda"
"5224",jun. 2008,15989,"06020702_madrid_arganda"
"5225",jul. 2008,17764,"06020702_madrid_arganda"
"5226",ago. 2008,14341,"06020702_madrid_arganda"
"5227",sep. 2008,15606,"06020702_madrid_arganda"
"5228",oct. 2008,15879,"06020702_madrid_arganda"
"5229",nov. 2008,14683,"06020702_madrid_arganda"
